"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2155179,"October 31, 2021","New Mexico",Albuquerque,"2300 block of Parajito Rd SW",2,3,N/A
2155170,"October 31, 2021",Florida,Tampa,"43rd St and Skipper Rd",0,0,N/A
2155168,"October 31, 2021",Indiana,Indianapolis,"3200 block of Hovey St",1,0,N/A
2155160,"October 31, 2021",Florida,Deltona,"1400 Waterview Dr",1,1,N/A
2155157,"October 31, 2021",Illinois,Chicago,"400 block of S Kostner Ave",1,1,N/A
2155138,"October 31, 2021",Illinois,Chicago,"1400 block of S Sawyer Ave",0,1,N/A
2155153,"October 31, 2021",Florida,"Fort Lauderdale (Lauderhill)","NW 59th Way and NW 20th St",0,1,N/A
2155148,"October 31, 2021",Illinois,Chicago,"1500 block of W Fulton St",0,1,N/A
2155144,"October 31, 2021",Illinois,Chicago,"2800 block of N Milwaukee  Ave",0,1,N/A
2155140,"October 31, 2021",Florida,Miami,"3061 NW S River Dr",2,1,N/A
2155133,"October 31, 2021",Florida,Jacksonville,"15000 block of Lexington Park Blvd",0,1,N/A
2155131,"October 31, 2021",Illinois,Chicago,"4400 block of W Augusta Blvd",0,1,N/A
2155128,"October 31, 2021",Florida,Jacksonville,"1500 block of E 19th St",1,1,N/A
2155126,"October 31, 2021",Illinois,Chicago,"300 block of N St Louis Ave",0,1,N/A
2155119,"October 31, 2021",Arizona,Phoenix,"75th Ave and Thomas Rd",0,3,N/A
2155115,"October 31, 2021",Louisiana,"Baton Rouge","5431 Essen Ln",0,1,N/A
2155075,"October 31, 2021",Pennsylvania,Pittsburgh,"Brownsville Rd",0,1,N/A
2155079,"October 31, 2021",Pennsylvania,Mckeesport,"1400 block of Hamilton St",0,1,N/A
2155077,"October 31, 2021",Illinois,Chicago,"6100 block of S Campbell Ave",0,1,N/A
2155073,"October 31, 2021",Illinois,Chicago,"900 block of N Damen Ave",1,0,N/A
2155022,"October 31, 2021","New York",Houston,"1909 Schilder Dr",1,2,N/A
2154999,"October 31, 2021","New York",Rochester,"Dewey Ave and Knickerbocker Ave",1,0,N/A
2154997,"October 31, 2021","New York",Bronx,"680 Balcom Ave",0,1,N/A
2154994,"October 31, 2021","New York",Bronx,"Adee Ave and Colden Ave",0,2,N/A
2154954,"October 30, 2021","New York",Poughkeepsie,"384 Main St",0,1,N/A
2154948,"October 30, 2021","New York",Poughkeepsie,"125 Market St",0,1,N/A
2154945,"October 30, 2021",California,"San Jose","1100 block of S 2nd St",0,1,N/A
2154265,"October 30, 2021",Massachusetts,Framingham,"Hayes St",1,0,N/A
2154931,"October 30, 2021",Illinois,Chicago,N/A,0,1,N/A
2154926,"October 30, 2021",Illinois,Chicago,"3900 block of W Lexington St",0,1,N/A
2154924,"October 30, 2021",Illinois,Chicago,"6400 block of S Hamlin Ave",0,1,N/A
2154919,"October 30, 2021",Louisiana,"New Orleans","7000 block of Bullard Ave",1,0,N/A
2154921,"October 30, 2021",Louisiana,"New Orleans","1400 block of S Galvez St",0,1,N/A
2154916,"October 30, 2021",Louisiana,"Gretna (Terrytown)","600 block of Farmington Pl",1,0,N/A
2154914,"October 30, 2021",Maryland,Baltimore,"North Point Rd N and Landay Ave",0,1,N/A
2154905,"October 30, 2021",Arkansas,Jonesboro,"200 block of Chestnut St",1,0,N/A
2154699,"October 30, 2021","New York",Brooklyn,"Stanhope St and Irving Ave",1,0,N/A
2154887,"October 30, 2021",Texas,Houston,"34th St W and Mangum Rd",0,3,N/A
2154881,"October 30, 2021",Illinois,Chicago,"7900 block of S Justine St",0,1,N/A
2154761,"October 30, 2021",Tennessee,Cleveland,"Blythe Ferry Rd NE and Cottage Stone Ln NE",1,0,N/A
2154851,"October 30, 2021",California,Gilroy,"400 block of Las Animas Ave",1,3,N/A
2154858,"October 30, 2021",Tennessee,Memphis,"1504 Baltimore St",0,2,N/A
2154754,"October 30, 2021",Tennessee,Memphis,"730 W Mitchell Rd",1,0,N/A
2154796,"October 30, 2021",Virginia,Roanoke,"1400 block of Loudon Ave NW",0,1,N/A
2154831,"October 30, 2021","District of Columbia",Washington,"18th St and Gainesville St SE",0,1,N/A
2154826,"October 30, 2021",Michigan,Lansing,"6200 S Martin Luther King Jr Blvd",0,1,N/A
2154813,"October 30, 2021","North Carolina",Greensboro,"Brice St and Warren St",2,1,N/A
2154804,"October 30, 2021","North Carolina",Greensboro,"W Gate City Blvd",0,1,N/A
2154748,"October 30, 2021","New Jersey",Trenton,"901 Brunswick Ave",1,0,N/A
2154741,"October 30, 2021",Wisconsin,Madison,"6800 block of Park Ridge Dr",0,1,N/A
2154693,"October 30, 2021",Maryland,Baltimore,"900 block of Mulberry St W",1,1,N/A
2154662,"October 30, 2021","South Carolina",Florence,"5900 block of Liberty Chapel Rd",1,1,N/A
2154687,"October 30, 2021",Maryland,Baltimore,"3600 block of Gibbons Ave",0,1,N/A
2154684,"October 30, 2021",Alabama,Abbeville,"101 Girard Ct",1,0,N/A
2154679,"October 30, 2021",Maryland,Baltimore,"2900 block of Cherryland Rd",0,1,N/A
2154659,"October 30, 2021",Alabama,Birmingham,"12 1st Ave SW",0,0,N/A
2154657,"October 30, 2021",Indiana,Greenwood,"1251 US-31",0,1,N/A
2154545,"October 30, 2021",Maryland,"Temple Hills (Hillcrest Heights)","3800 block of 28th Ave",1,0,N/A
2154653,"October 30, 2021","South Carolina",Bishopville,"121 Academy Rd",1,0,N/A
2154643,"October 30, 2021",Texas,Dallas,"2700 block of Sarcita Ln",0,1,N/A
2154583,"October 30, 2021","South Carolina",Charleston,"1700 block of Raoul Wallenberg Blvd",0,1,N/A
2154625,"October 30, 2021",Washington,Seattle,"W Bertona St and Gilman Ave W",1,0,N/A
2154623,"October 30, 2021",Iowa,Ames,"522 Douglas Ave",1,0,N/A
2154620,"October 30, 2021",Texas,"Lubbock (Buffalo Springs)","500 block of Comanche Trl",0,1,N/A
2154612,"October 30, 2021","District of Columbia",Washington,"3650 Ely Pl SE",0,0,N/A
2154314,"October 30, 2021",Ohio,Cincinnati,"800 block of Elberon Ave",1,1,N/A
2154575,"October 30, 2021",Oregon,Portland,"SE Powell Blvd and 130th Ave",0,1,N/A
2154602,"October 30, 2021",Texas,"Port Arthur","2500 block of 25th St",0,1,N/A
2154599,"October 30, 2021",Connecticut,"New Haven","Crown St",0,2,N/A
2154560,"October 30, 2021",Ohio,"Cleveland (Garfield Heights)","5011 Turney Rd",0,3,N/A
2154577,"October 30, 2021",Ohio,Wickliffe,"1619 Ridgewick Dr",0,1,N/A
2154567,"October 30, 2021","New Mexico",Albuquerque,"McMahon Blvd NW and Fineland Dr NW",0,2,N/A
2154558,"October 30, 2021",Arizona,Tucson,"2550 N Dodge Blvd",1,0,N/A
2154543,"October 30, 2021","District of Columbia",Washington,"400 block of 20th St NE",0,1,N/A
2154539,"October 30, 2021",Colorado,Denver,"4900 block of N Dallas St",0,1,N/A
2154536,"October 30, 2021",California,Oakland,"3400 block of Foothill Blvd",0,1,N/A
2154530,"October 30, 2021",Missouri,"Kansas City","Troost Ave and E 43rd St",1,0,N/A
2154522,"October 30, 2021",California,"Los Angeles","1300 block of 97th St",1,0,N/A
2154496,"October 30, 2021",Nebraska,Lincoln,N/A,0,2,N/A
2154475,"October 30, 2021",Oklahoma,Tulsa,"E 21st St and S Boston Ave",1,0,N/A
2154441,"October 30, 2021",Oklahoma,"Oklahoma City","NW 122nd St and N Council Rd",0,4,N/A
2154452,"October 30, 2021",Georgia,Atlanta,"228 Troy St",0,1,N/A
2154439,"October 30, 2021",Georgia,"Atlanta (Sandy Springs)","8290 Roswell Rd",0,1,N/A
2154435,"October 30, 2021",Alabama,Montgomery,"Carmichael Rd and East Blvd",0,2,N/A
2154422,"October 30, 2021",Illinois,Decatur,"1100 block of N Union St",0,4,N/A
2154386,"October 30, 2021","New Mexico",Albuquerque,"100 block of 6th St NW",1,0,N/A
2155172,"October 30, 2021",Florida,"Saint Petersburg","1079 62nd Ave S",1,4,N/A
2155165,"October 30, 2021",Florida,"Lynn Haven","Shoreview Dr",0,1,N/A
2155117,"October 30, 2021",Illinois,Chicago,"1500 block of W 59th St",0,1,N/A
2154377,"October 30, 2021",Florida,"Miami Beach","1545 Collins Ave",0,1,N/A
2154343,"October 30, 2021",Illinois,Chicago,"2300 block of W Warren Blvd",0,1,N/A
2154332,"October 30, 2021",Texas,Houston,"5850 Parkfront St",0,2,N/A
2154327,"October 30, 2021","North Carolina",Charlotte,"8225 University City Blvd",1,0,N/A
2155113,"October 30, 2021",Pennsylvania,"Mc Kees Rocks (Mckees Rocks)","500 block of Marwood Ave",0,1,N/A
2155110,"October 30, 2021",Arizona,Tucson,"700 block of W Grant Rd",1,0,N/A
2155106,"October 30, 2021",Alabama,Lester,"Craigs Chapel Rd and Craig Hill Ln",1,0,N/A
2155097,"October 30, 2021",Alabama,Huntsville,"1600 block of Pulaski Pk",0,1,N/A
2155069,"October 30, 2021",Illinois,Chicago,"900 block of S Monitor Ave",1,0,N/A
2155067,"October 30, 2021",Florida,"Lake Worth","1400 block of Wingfield St",0,1,N/A
2155055,"October 30, 2021",Florida,"West Palm Beach","2225 Belvedere Rd",1,0,N/A
2155050,"October 30, 2021",Florida,"Fort Pierce","1200 block of N 29th St",0,1,N/A
2154280,"October 30, 2021",Illinois,Chicago,"2700 block of W Belmont Ave",2,0,N/A
2155026,"October 30, 2021","New York","Mount Sinai","Brian Lane",0,1,N/A
2155001,"October 30, 2021",Texas,Texarkana,"2315 Texas Blvd",1,9,N/A
2154873,"October 30, 2021",California,Sacramento,"5560 Palm Ave",2,5,N/A
2154165,"October 30, 2021",Oklahoma,Tecumseh,"21 Austin Dr",2,1,N/A
2154973,"October 30, 2021","New York","Corona (Queens)","130-11 227th St",0,1,N/A
2154962,"October 30, 2021",Mississippi,Lumberton,"Myrick Ave and N 8th St",1,1,N/A
2154957,"October 29, 2021",California,Oxnard,"2500 block of Spur Dr",0,1,N/A
2154952,"October 29, 2021",Mississippi,Jackson,"2315 McFadden Rd",1,0,N/A
2154082,"October 29, 2021",California,Sacramento,"600 block of Warner St",0,1,N/A
2154950,"October 29, 2021",California,Camarillo,"107 W Ventura Blvd",0,1,N/A
2154894,"October 29, 2021","New York",Schenectady,"2450 Van Vraken Ave",0,1,N/A
2154942,"October 29, 2021",Louisiana,Shreveport,"Wallace Ave and Corbitt St",1,0,N/A
2154934,"October 29, 2021",California,Stockton,"2200 block of E Vine St",1,2,N/A
2154063,"October 29, 2021",Kansas,Emporia,N/A,0,1,N/A
2154057,"October 29, 2021",Illinois,Chicago,"2000 block of W Garfield Blvd",0,1,N/A
2154051,"October 29, 2021",Illinois,Chicago,"1200 block of S Komensky Ave",0,1,N/A
2154049,"October 29, 2021",Illinois,Chicago,"8600 block of S Houston Ave",0,1,N/A
2154283,"October 29, 2021","New York",Poughkeepsie,"32 Cannon St",0,5,N/A
2153786,"October 29, 2021","District of Columbia",Washington,"5th St NW and N St NW",0,1,N/A
2153766,"October 29, 2021",Maryland,"Capitol Heights","6301 Seat Pleasant Dr",0,1,N/A
2153811,"October 29, 2021",Maryland,Baltimore,"McHenry St and Monroe St S",0,1,N/A
2153823,"October 29, 2021",Maryland,Baltimore,"1100 block of Inner Circle",0,1,N/A
2153983,"October 29, 2021","North Carolina",Greensboro,"2700 Block of W Wendover Ave",0,1,N/A
2153979,"October 29, 2021",Michigan,Detroit,"Northlawn St and Cortland St",1,0,N/A
2153968,"October 29, 2021","North Carolina","Winston Salem (Winston-salem)","4527 Ogburn Ave",0,0,N/A
2153965,"October 29, 2021",Illinois,Joliet,"710 E Cass St",0,1,N/A
2153942,"October 29, 2021","North Carolina",Charlotte,"7600 IBM Dr",0,0,N/A
2153911,"October 29, 2021","South Carolina","Great Falls","Canal St",0,1,N/A
2153809,"October 29, 2021",Texas,Houston,"3100 block of Airline Dr",0,1,N/A
2154837,"October 29, 2021","North Carolina",Whiteville,"1616 S Madison St",0,1,N/A
2153875,"October 29, 2021","New Jersey",Trenton,"50 block of Cleveland Ave",2,0,N/A
2154806,"October 29, 2021",Wisconsin,Luck,"604 E Butternut Ave",1,0,N/A
2154758,"October 29, 2021","New Jersey",Camden,"2000 block of Berwick St",1,0,N/A
2154705,"October 29, 2021",Maryland,Baltimore,"1200 block of Stamford Rd",1,0,N/A
2153897,"October 29, 2021",Wisconsin,Sheboygan,"800 block of Center Ave",1,0,N/A
2154707,"October 29, 2021","New York",Elmira,"S Main St",0,2,N/A
2154317,"October 29, 2021",Pennsylvania,Philadelphia,"N 25th St and Master St",1,2,N/A
2153825,"October 29, 2021",Illinois,Chicago,"5200 block of S Hermitage Ave",0,1,N/A
2153819,"October 29, 2021",Pennsylvania,Philadelphia,"1400 block of W Cayuga St",0,1,N/A
2153813,"October 29, 2021",Illinois,Chicago,"3436 W Wilson Ave",0,0,N/A
2154547,"October 29, 2021","District of Columbia",Washington,"1200 block of Eastern Ave NE",0,3,N/A
2154648,"October 29, 2021","South Carolina",Columbia,"2400 block of Blue Ridge Terrace",1,0,N/A
2154373,"October 29, 2021",Texas,Dallas,"407 N Lamar St",1,1,N/A
2153797,"October 29, 2021","District of Columbia",Washington,"2000 block of 19th Pl SE",0,1,N/A
2154638,"October 29, 2021","South Carolina",Columbia,N/A,0,0,N/A
2154618,"October 29, 2021",Texas,Mission,"La Homa Rd",0,1,N/A
2154588,"October 29, 2021","South Carolina","North Charleston","8780 Rivers Ave",1,0,N/A
2154395,"October 29, 2021",Nevada,"North Las Vegas","W Cheyenne Ave and N MLK Blvd",0,2,N/A
2154550,"October 29, 2021",California,Oakland,"900 block of 85th Ave",1,0,N/A
2154541,"October 29, 2021",Illinois,Rockford,"900 block of N Church St",0,1,N/A
2153738,"October 29, 2021",Georgia,Atlanta,"I-85 and Edgewood Ave SE",0,1,N/A
2153735,"October 29, 2021",Georgia,Atlanta,"595 Piedmont Ave NE",0,1,N/A
2154534,"October 29, 2021",California,"Los Angeles","8900 block of Orion Ave",1,0,N/A
2154517,"October 29, 2021",Nebraska,Lincoln,"4600 block of Cleveland Ave",0,1,N/A
2154514,"October 29, 2021",Ohio,Columbus,"1099 E 20th Ave",0,1,N/A
2154499,"October 29, 2021",Ohio,Pickerington,"12000 block of Pickerington Rd NW",0,1,N/A
2154484,"October 29, 2021",Wisconsin,Luck,"600 block of E Butternut Ave",1,0,N/A
2154207,"October 29, 2021",Maryland,"Capital Heights","Leroy Gorham Dr and Doewood Ln",0,2,N/A
2154410,"October 29, 2021",Georgia,Atlanta,"1298 Donnelly Ave SW",0,2,N/A
2154024,"October 29, 2021",Michigan,"Byron Center","8500 Burlingame Ave SW",0,0,N/A
2153615,"October 29, 2021",Nevada,"Las Vegas","1415 E Fremont St",1,0,N/A
2153589,"October 29, 2021",Indiana,Indianapolis,N/A,0,1,N/A
2153573,"October 29, 2021",Illinois,Chicago,"4200 block of S Western Ave",0,1,N/A
2154371,"October 29, 2021",Texas,"El Paso","8220 Dyer St",0,1,N/A
2153569,"October 29, 2021",Illinois,Chicago,"S Langley Ave",0,1,N/A
2154345,"October 29, 2021",Texas,Houston,"7816 Elvera St",1,2,N/A
2154362,"October 29, 2021",Texas,Houston,"7502 Corporate Dr",0,1,N/A
2153561,"October 29, 2021",Illinois,Chicago,"100 block of N Western Ave",0,1,N/A
2154360,"October 29, 2021",Texas,Houston,"8610 Almeda Rd",0,1,N/A
2154355,"October 29, 2021",Texas,Houston,"Kuykendahl Rd and W Rankin Rd",0,1,N/A
2154337,"October 29, 2021",Texas,Houston,"Antoine Dr and W Tidwell Rd",0,3,N/A
2154335,"October 29, 2021",Illinois,Chicago,"6800 block of S Talman Ave",0,1,N/A
2154329,"October 29, 2021",Illinois,Chicago,"4000 block of W 26th St",0,1,N/A
2154325,"October 29, 2021","New York",Syracuse,"200 block of Cheney St",0,1,N/A
2154311,"October 29, 2021",California,"Baldwin Park","13400 block of Foster Ave",0,1,N/A
2154308,"October 29, 2021",California,Carson,"21600 block of S Figueroa St",1,0,N/A
2153534,"October 29, 2021",Illinois,Chicago,"3200 block of W 63rd St",0,1,N/A
2154306,"October 29, 2021",Alabama,Mobile,"162 S Beltline Hwy",0,1,N/A
2155059,"October 29, 2021",Florida,"Belle Glade","300 block of NW 15th Ave",0,1,N/A
2154273,"October 29, 2021",Illinois,Chicago,"300 block of S Western Ave",0,1,N/A
2154270,"October 29, 2021",Georgia,Augusta,"3206 Peach Orchard Rd",1,1,N/A
2154263,"October 29, 2021",Washington,Renton,"4300 NE 4th St",1,0,N/A
2154255,"October 29, 2021",Vermont,Irasburg,"Gage Rd",0,1,N/A
2154897,"October 29, 2021",Texas,"Fort Worth","10305 North Fwy",1,0,N/A
2153516,"October 29, 2021",Massachusetts,Boston,"82 Lansdowne St",0,2,N/A
2154251,"October 29, 2021",Iowa,Chelsea,"1001 Station St",1,0,N/A
2154237,"October 29, 2021",Hawaii,"Waianae (Nanakuli)","Hakimo Rd and Kaukai Rd",1,0,N/A
2153804,"October 29, 2021","New York",Wyandanch,"54 S 32nd St",0,1,N/A
2153431,"October 29, 2021",Mississippi,Hattiesburg,"102 Ellis Dr",0,1,N/A
2154039,"October 29, 2021",Tennessee,Memphis,"3300 block of Lucibill Rd",0,1,N/A
2154125,"October 29, 2021",Louisiana,"Baton Rouge","3730 Winbourne Ave",0,0,N/A
2154127,"October 29, 2021",Louisiana,"Baton Rouge","3730 Winbourne Ave",0,0,N/A
2154161,"October 29, 2021",Alabama,Birmingham,"2700 block of 17th Ave N",1,0,N/A
2154156,"October 29, 2021",Tennessee,Memphis,"439 Gainsville Ave",0,1,N/A
2154154,"October 29, 2021",Alabama,Birmingham,"4200 block of Avenue L",1,0,N/A
2154152,"October 29, 2021",Louisiana,Shreveport,"Jewella Ave and Hollywood Ave",0,1,N/A
2154150,"October 29, 2021",Louisiana,Shreveport,"3900 block of Wallace St",0,1,N/A
2154129,"October 29, 2021",Louisiana,"Baton Rouge","500 block of S Flannery Rd",0,1,N/A
2154111,"October 29, 2021",California,Oakland,"2500 block of Market St",0,1,N/A
2154059,"October 29, 2021",Virginia,Henrico,"2910 N Parham Rd",0,0,N/A
2153300,"October 28, 2021","New Mexico",Albuquerque,"6700 block of Cochiti Rd SE",1,0,N/A
2154959,"October 28, 2021","North Carolina",Durham,"3115 Fayetteville St",0,1,N/A
2153353,"October 28, 2021",Virginia,"Virginia Beach","470 Newtown Rd",2,0,N/A
2153047,"October 28, 2021","New York","New York (Manhattan)","W 71st St and Broadway",0,1,N/A
2153239,"October 28, 2021",Virginia,Danville,"400 block of Bradley Rd",1,0,N/A
2154065,"October 28, 2021",Kansas,Topeka,"2500 block of Minnesota Ave",0,1,N/A
2153268,"October 28, 2021","New York",Bronx,"E 167th St and Prospect Ave",0,1,N/A
2153266,"October 28, 2021","New York",Brooklyn,"55 Rogers Ave",0,1,N/A
2153264,"October 28, 2021","New York",Bronx,"350 E 143rd St",0,1,N/A
2154033,"October 28, 2021",Alabama,Selma,"2501 Minter Ave",1,0,N/A
2154014,"October 28, 2021",Michigan,Lansing,"2700 block of Eaton Rapids Rd",0,1,N/A
2153225,"October 28, 2021",Kentucky,Louisville,"3100 Wedgewood Way",1,0,N/A
2154010,"October 28, 2021",Michigan,Saginaw,"4570 Dixie Hwy",1,0,N/A
2153801,"October 28, 2021",Delaware,"New Castle","3006 New Castle Ave",1,0,N/A
2153832,"October 28, 2021",Maryland,Baltimore,"3400 block of Fairmount Ave E",0,1,N/A
2153793,"October 28, 2021","District of Columbia",Washington,"3000 block of Naylor Rd SE",0,1,N/A
2153830,"October 28, 2021",Maryland,Baltimore,"200 block of South Bouldin St",0,1,N/A
2153795,"October 28, 2021","District of Columbia",Washington,"100 block of Galveston Pl SW",0,1,N/A
2153427,"October 28, 2021","North Carolina",Durham,"5300 block of Penrith Dr",1,0,N/A
2153994,"October 28, 2021",Michigan,Addison,"219 N Comstock St",0,0,N/A
2153989,"October 28, 2021",Texas,"San Antonio","200 block of Pleasanton Cir",1,0,N/A
2153977,"October 28, 2021",Texas,"San Antonio","3515 W Commerce St",1,0,N/A
2153177,"October 28, 2021",Michigan,Detroit,"Woodward Ave and W State Fair Ave",0,1,N/A
2153985,"October 28, 2021",Michigan,Hamtramck,"3500 block of Caniff St",2,0,N/A
2153168,"October 28, 2021",Virginia,Norfolk,"5535 E Virginia Beach Blvd",0,1,N/A
2153109,"October 28, 2021",Michigan,Ypsilanti,"300 block of Bedford Dr",0,1,N/A
2153959,"October 28, 2021","North Carolina",Charlotte,"Quail Meadow Ln",0,1,N/A
2153149,"October 28, 2021",Maryland,Baltimore,"400 block of Wilson St",1,0,N/A
2153143,"October 28, 2021",Maryland,Baltimore,"1200 block of E Lafayette Ave",0,1,N/A
2153140,"October 28, 2021",Tennessee,Nashville,"Dellway Villa Rd",0,1,N/A
2152989,"October 28, 2021",Tennessee,Knoxville,"3208 Rudy St",0,1,N/A
2153014,"October 28, 2021",Tennessee,Memphis,"1546 S Highland St",1,0,N/A
2153925,"October 28, 2021",Alabama,Riverside,N/A,1,0,N/A
2153285,"October 28, 2021",Nevada,"Las Vegas","3900 block of E Cheyenne Ave",0,4,N/A
2153097,"October 28, 2021",Virginia,"Newport News","500 block of Randolph Rd",0,1,N/A
2153106,"October 28, 2021",Michigan,Flint,"1100 block of Knight Ave",1,0,N/A
2153102,"October 28, 2021",Illinois,Chicago,"2500 block of S Blue Island Ave",0,1,N/A
2153114,"October 28, 2021",Texas,Houston,"8301 Willow Pl Dr N",1,0,N/A
2153887,"October 28, 2021",Alabama,Montgomery,"2900 block of Mallory St",0,1,N/A
2153884,"October 28, 2021",Texas,Houston,"3800 block of Watonga Blvd",0,1,N/A
2153882,"October 28, 2021","New Jersey",Newark,"287 Lake St",0,1,N/A
2153450,"October 28, 2021",Texas,"El Paso","7900 N Mesa St",1,0,N/A
2153854,"October 28, 2021",Texas,"Grand Prairie","1160 Warrior Dr",0,0,N/A
2153087,"October 28, 2021",Illinois,Chicago,"4000 block of W Washington Blvd",0,1,N/A
2154246,"October 28, 2021","North Dakota",Dickinson,"700 block of W Villard St",0,1,N/A
2153864,"October 28, 2021","New Jersey","Jersey City","Monticello Ave and Gardner Ave",0,2,N/A
2153083,"October 28, 2021",Illinois,Chicago,"2000 block of E 85th St",0,1,N/A
2153838,"October 28, 2021",Texas,"Corpus Christi","800 block of Oak Park Ave",0,2,N/A
2153463,"October 28, 2021",Pennsylvania,Philadelphia,"1100 block of S 56th St",0,2,N/A
2152981,"October 28, 2021","District of Columbia",Washington,"600 block of Edgewood St NE",1,0,N/A
2153460,"October 28, 2021",Pennsylvania,Reading,"1000 block of Oley St",0,1,N/A
2152466,"October 28, 2021","New York",Rochester,"Dewey Ave and Alameda St",0,1,N/A
2153439,"October 28, 2021",Texas,Houston,"910 Green Meadow Ln",1,0,N/A
2153022,"October 28, 2021",California,Vallejo,"Meadows Dr and Sonoma Blvd",1,0,N/A
2152996,"October 28, 2021",California,"San Francisco","2500 block of Ingalls St",0,1,N/A
2152971,"October 28, 2021",Ohio,Cincinnati,"1200 block of W Galbraith Rd",1,0,N/A
2153644,"October 28, 2021",Washington,Yakima,"W Nob Hill Blvd and S 20th Ave",1,0,N/A
2153799,"October 28, 2021",California,Fresno,"W Robinson Ave and Pleasant Ave",0,1,N/A
2152978,"October 28, 2021","District of Columbia",Washington,"4675 S Capital St SW",0,1,N/A
2154628,"October 28, 2021",Iowa,"Des Moines","1400 block of Searle St",1,0,N/A
2153170,"October 28, 2021",Texas,"San Antonio","7712 Marbach Rd",0,1,N/A
2153173,"October 28, 2021",Georgia,Atlanta,"400 Fairburn Rd SW",0,1,N/A
2153788,"October 28, 2021",Georgia,Atlanta,"3506 Fairlane Dr",0,1,N/A
2153784,"October 28, 2021",Georgia,Atlanta,"Haygood Ave and Hank Aaron Dr",0,1,N/A
2153740,"October 28, 2021",Georgia,Atlanta,"2798 Peek Rd NW",0,0,N/A
2152933,"October 28, 2021",Ohio,"Dayton (Trotwood)","857 Blairfield Pl",1,0,N/A
2153757,"October 28, 2021",Ohio,Columbus,"2200 block of Perdue Ave",0,1,N/A
2153310,"October 28, 2021",Utah,Draper,"13711 S 200 W",0,1,N/A
2153704,"October 28, 2021",Nevada,"Sun Valley","E 9th Ave",0,1,N/A
2153471,"October 28, 2021",Washington,Kennewick,"600 block of N Tweedt St",0,1,N/A
2153693,"October 28, 2021",Washington,Kennewick,"100 block of S Morain St",0,2,N/A
2153687,"October 28, 2021",Washington,Bridgeport,"15th St and Douglas Ave",0,1,N/A
2153283,"October 28, 2021",California,Stockton,"N American St and E Weber Ave",1,0,N/A
2153663,"October 28, 2021",California,Oakland,"8900 block of MacArthur Blvd",1,0,N/A
2153659,"October 28, 2021","New Mexico","Santa Fe","Camino Cielo",1,0,N/A
2153657,"October 28, 2021",California,Burbank,"Chandler Blvd and Florence St",0,1,N/A
2152835,"October 28, 2021",Florida,"North Miami Beach","16299 Biscayne Blvd",0,4,N/A
2153633,"October 28, 2021",Nevada,"Las Vegas","3500 block of E Lake Mead Blvd",0,1,N/A
2153612,"October 28, 2021",Florida,Tallahassee,"1800 block of Littleton Cir",0,1,N/A
2153610,"October 28, 2021",Washington,Seattle,"300 block of 23rd Ave S",1,0,N/A
2153608,"October 28, 2021",Washington,Seattle,"1400 block of 3rd Ave",0,1,N/A
2153604,"October 28, 2021",Florida,Sarasota,"2300 block of 61st St E",0,1,N/A